freq,psd_x,psd_y,psd_z,psd_xyz
128.6,3.240e+03,3.787e+03,4.041e+03,1.107e+04
130.2,3.399e+03,3.790e+03,4.425e+03,1.161e+04
131.8,3.399e+03,3.422e+03,4.690e+03,1.151e+04
133.4,3.236e+03,1.446e+03,4.332e+03,9.014e+03
135.0,3.174e+03,4.143e+02,4.370e+03,7.958e+03
136.6,3.799e+03,4.008e+02,4.993e+03,9.192e+03
138.2,4.025e+03,4.387e+02,4.926e+03,9.389e+03
139.7,3.415e+03,4.867e+02,3.583e+03,7.484e+03
141.3,2.812e+03,3.997e+02,2.426e+03,5.638e+03
142.9,2.298e+03,3.091e+02,1.933e+03,4.540e+03
144.5,2.232e+03,2.861e+02,1.995e+03,4.514e+03
146.1,2.831e+03,3.723e+02,2.623e+03,5.826e+03
147.7,3.292e+03,4.425e+02,3.206e+03,6.940e+03
149.3,1.201e+03,1.964e+02,1.518e+03,2.916e+03
150.9,6.165e+02,1.860e+02,6.569e+02,1.459e+03
152.4,6.392e+02,1.854e+02,5.397e+02,1.364e+03
154.0,7.931e+02,1.962e+02,5.063e+02,1.496e+03
155.6,6.801e+02,1.604e+02,4.784e+02,1.319e+03
157.2,5.607e+02,1.159e+02,5.045e+02,1.181e+03
158.8,5.266e+02,9.997e+01,5.003e+02,1.127e+03
160.4,5.406e+02,9.465e+01,4.743e+02,1.110e+03
162.0,6.264e+02,7.802e+01,4.514e+02,1.156e+03
163.6,7.754e+02,7.152e+01,5.078e+02,1.355e+03
165.2,6.967e+02,7.727e+01,4.337e+02,1.208e+03
166.7,5.942e+02,7.858e+01,3.272e+02,9.999e+02
168.3,6.694e+02,7.089e+01,3.081e+02,1.048e+03
169.9,7.938e+02,7.135e+01,3.504e+02,1.216e+03
171.5,1.034e+03,6.876e+01,4.105e+02,1.513e+03
173.1,1.412e+03,6.213e+01,4.167e+02,1.891e+03
174.7,2.046e+03,6.228e+01,4.822e+02,2.591e+03
176.3,2.845e+03,5.667e+01,6.077e+02,3.509e+03
177.9,3.737e+03,5.711e+01,7.642e+02,4.559e+03
179.4,4.111e+03,6.106e+01,9.247e+02,5.097e+03
181.0,3.923e+03,6.358e+01,1.008e+03,4.995e+03
182.6,4.134e+03,8.447e+01,1.228e+03,5.447e+03
184.2,4.590e+03,1.031e+02,1.572e+03,6.264e+03
185.8,4.565e+03,9.448e+01,1.591e+03,6.250e+03
187.4,4.739e+03,9.109e+01,1.509e+03,6.338e+03
189.0,5.133e+03,1.151e+02,1.661e+03,6.909e+03
190.6,5.195e+03,1.603e+02,1.835e+03,7.190e+03
192.2,4.487e+03,1.901e+02,1.807e+03,6.485e+03
193.7,3.334e+03,1.917e+02,1.503e+03,5.029e+03
195.3,2.538e+03,1.940e+02,1.370e+03,4.102e+03
196.9,1.763e+03,1.684e+02,1.236e+03,3.167e+03
198.5,6.575e+02,1.115e+02,6.306e+02,1.400e+03
